소장구분,소장품번호,세부번호,유물명,한자명칭,국적/시대,재질,용도,크기,출토지,지정구분,설명
국립1-청주-청주,6876,0,몸돌石核,石核,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 8.5,너비 5.2,두께 4.0",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6877,0,긁개搔器,搔器,한국-구석기,석-,산업/생업-선사생활-생활구일체,,충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6878,0,격지剝片,剝片,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 11.9,너비 5.9,두께 3.8",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6879,0,격지剝片,剝片,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 7.4,너비 7.2,두께 3.1",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6880,0,긁개搔器,搔器,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 7.9,너비 6.9,두께 3.4",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6881,0,격지剝片,剝片,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 10.4,너비 5.1,두께 3.0",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6882,0,격지剝片,剝片,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 8.6,너비 3.5,두께 3.3",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6883,0,격지剝片,剝片,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 6.7,너비 7.2,두께 1.8",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6884,0,격지剝片,剝片,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 5.4,너비 3.0,두께 1.0",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6885,0,격지剝片,剝片,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 4.2,너비 2.7,두께 1.1",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6886,0,격지剝片,剝片,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 4.0,너비 3.4,두께 0.3",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6887,0,격지剝片,剝片,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 4.5,너비 5.0,두께 2.4",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6888,0,돌감石材,石材,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 12.2,너비 6.2,두께 2.9",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6889,0,긁개搔器,搔器,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 5.2,너비 3.2,두께 5.8",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6890,0,덜된 연모未完成工具,未完成工具,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 7.2,너비 6.1,두께 3.5",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6891,0,긁개搔器,搔器,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 5.6,너비 5.4,두께 3.0",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6892,0,긁개搔器,搔器,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 4.1,너비 4.1,두께 3.0",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6893,0,부싯돌燧石,燧石,한국-구석기,석-,산업/생업-선사생활-생활구일체,"길이 5.9,너비 4.3,두께 3.2",충청북도-단양군-적성면 애곡리 수양개 지표수습,,
국립1-청주-청주,6894,0,민무늬토기 항아리無文土器 甕,無文土器 甕,한국-청동기,토제-연질,식-음식기-저장운반,"입지름 34.0,바닥지름 9.4,현재높이 37.5",충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6895,0,민무늬토기 항아리無文土器 甕,無文土器 甕,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 9.4,현재높이 37.5,입지름 34.0",충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6896,0,민무늬토기 발無文土器 鉢,無文土器 鉢,한국-청동기,토제-연질,식-음식기-음식,"입지름 8.5,바닥지름 6.2,현재높이 10.0",충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6897,0,민무늬토기 아가리조각無文土器 口緣片,無文土器 口緣片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6898,0,민무늬토기 아가리조각無文土器 口緣片,無文土器 口緣片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6899,0,민무늬토기 아가리조각無文土器 口緣片,無文土器 口緣片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6900,0,민무늬토기 아가리조각無文土器 口緣片,無文土器 口緣片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6901,0,민무늬토기 아가리조각無文土器 口緣片,無文土器 口緣片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6902,0,민무늬토기 바닥조각無文土器 底部片,無文土器 底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 8.1,현재높이 4.1",충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6903,0,민무늬토기 바닥조각無文土器 底部片,無文土器 底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 8.7,현재높이 4.0",충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6904,0,민무늬토기 바닥조각無文土器 底部片,無文土器 底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 5.5,현재높이 3.5",충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6905,0,민무늬토기 바닥조각無文土器 底部片,無文土器 底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 9.0,현재높이 2.9",충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6906,0,민무늬토기 바닥조각無文土器 底部片,無文土器 底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 8.8,현재높이 5.4",충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6907,0,민무늬토기 바닥조각無文土器 底部片,無文土器 底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 6.9,현재높이 2.4",충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6908,0,민무늬토기 바닥조각無文土器 底部片,無文土器 底部片,한국-청동기,토제-연질,식-음식기-저장운반,현재높이 5.6,충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6909,0,민무늬토기 바닥조각無文土器 底部片,無文土器 底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 6.9,현재높이 2.3",충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6910,0,돌도끼石斧,石斧,한국-청동기,석-사암,산업/생업-임업-임산물생산,"길이 10.3,너비 5.4,두께 3.0",충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6911,0,돌화살촉조각石鏃片,石鏃片,한국-청동기,석-점판암,산업/생업-수렵-사냥구,"현재길이 1.5,너비 1.3",충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6912,0,석기조각石器片,石器片,한국-청동기,석-점판암,산업/생업-선사생활-생활구일체,,충청북도-청주시-상당구 용정동 Ⅰ-1호 주거지,,
국립1-청주-청주,6913,0,토기완土器碗,土器碗,한국-삼국,토제-연질,식-음식기-음식,"입지름 15.2,바닥지름 8.0,현재높이 6.2",충청북도-청주시-상당구 용정동 Ⅰ-1호 석곽묘,,
국립1-청주-청주,6914,0,굽다리접시高杯,高杯,한국-삼국,토제-연질,식-음식기-음식,"입지름 14.5,현재높이 4.6",충청북도-청주시-상당구 용정동 Ⅰ-1호 석곽묘,,
국립1-청주-청주,6915,0,널못棺釘,棺釘,한국-삼국,금속-철,사회생활-의례생활-상장,"길이 2.7,길이 4.1,길이 3.0",충청북도-청주시-상당구 용정동 Ⅰ-3호 석곽묘,,
국립1-청주-청주,6916,0,꺾쇠楔子,楔子,한국-삼국,금속-철,주-건축부재-기초부재,"길이 3.5,길이 5.7",충청북도-청주시-상당구 용정동 Ⅰ-4호 석곽묘,,
국립1-청주-청주,6917,0,굽다리접시高杯,高杯,한국-삼국,토제-연질,식-음식기-음식,"입지름 12.9,받침지름 7.1,현재높이 4.6",충청북도-청주시-상당구 용정동 Ⅰ-6호 석곽묘,,
국립1-청주-청주,6918,0,뚜껑土器蓋,土器蓋,한국-삼국,토제-연질,식-음식기-음식,"현재높이 4.5,뚜껑지름 15.0,뚜껑지름 13.6,현재높이 5.8",충청북도-청주시-상당구 용정동 Ⅰ-6호 석곽묘,,
국립1-청주-청주,6919,0,손잡이단지把手部壺,把手部壺,한국-삼국,토제-연질,식-음식기-저장운반,"입지름 10.6,바닥지름 5.5,높이 10.6",충청북도-청주시-상당구 용정동 Ⅰ-7호 석곽묘,,
국립1-청주-청주,6920,0,뚜껑굽바리有蓋鉢,有蓋鉢,한국-삼국,토제-경질,식-음식기-음식,"입지름 14.7,현재높이 11.3,받침지름 14.5",충청북도-청주시-상당구 용정동 Ⅰ-7호 석곽묘,,
국립1-청주-청주,6921,0,굽다리완臺附碗,臺附碗,한국-삼국,토제-경질,식-음식기-음식,"입지름 13.8,현재높이 5.3,입지름 11.0,현재높이 4.8,입지름 11.1,현재높이 4.5",충청북도-청주시-상당구 용정동 Ⅰ-9호 석곽묘,,
국립1-청주-청주,6922,0,뚜껑土器蓋,土器蓋,한국-삼국,토제-경질,식-음식기-음식,"뚜껑지름 16.0,현재높이 4.4,뚜껑지름 12.0,현재높이 3.4",충청북도-청주시-상당구 용정동 Ⅰ-6호 석곽묘,,
국립1-청주-청주,6923,0,널못棺釘,棺釘,한국-조선,금속-철,사회생활-의례생활-상장,"길이 6.2,길이 9.9,길이 5.0,길이 6.1",충청북도-청주시-상당구 용정동 Ⅰ-2호 토광묘,,
국립1-청주-청주,6924,0,청동바리靑銅鉢,靑銅鉢,한국-조선,금속-동합금,식-음식기-음식,"입지름 16.5,현재높이 6.0",충청북도-청주시-상당구 용정동 Ⅰ-5호 토광묘 ,,
국립1-청주-청주,6925,0,용도미상 철기不明鐵器,不明鐵器,한국-조선,금속-철,기타-용도불명-용도불명품,현재길이 5.5,충청북도-청주시-상당구 용정동 Ⅰ-7호 석광묘,,
국립1-청주-청주,6926,0,널못棺釘,棺釘,한국-조선,금속-철,사회생활-의례생활-상장,"현재길이 4.0,현재길이 6.4,현재길이 4.0",충청북도-청주시-상당구 용정동 Ⅰ-7호 토광묘,,
국립1-청주-청주,6927,0,구슬珠,珠,한국-조선,유리/보석-유리,사회생활-의례생활-상장,지름 0.6,충청북도-청주시-상당구 용정동 Ⅰ-7호 토광묘,,
국립1-청주-청주,6928,0,동전銅錢,銅錢,한국-조선,금속-동합금,산업/생업-상업-화폐,지름 3.0,충청북도-청주시-상당구 용정동 Ⅰ-17호 토광묘,,
국립1-청주-청주,6929,0,구슬珠,珠,한국-조선,유리/보석-유리,사회생활-의례생활-상장,지름 1.0,충청북도-청주시-상당구 용정동 Ⅰ-31호 토광묘,,
국립1-청주-청주,6930,0,민무늬토기 항아리조각 無文土器甕片,無文土器甕片,한국-청동기,토제-연질,식-음식기-저장운반,바닥지름 8.0,충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6931,0,민무늬토기 조각無文土器片 ,無文土器片,한국-청동기,토제-연질,식-음식기-저장운반,바닥지름 9.1,충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6932,0,민무늬토기 바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 7.5,현재높이 8.3",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6933,0,민무늬토기 바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 7.0,현재높이 6.5",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6934,0,민무늬토기조각無文土器片,無文土器片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 7.9,현재높이 4.6",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6935,0,민무늬토기조각無文土器片,無文土器片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6936,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"현재높이 4.4,바닥지름 9.1,현재높이 3.8,바닥지름 7.2",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6937,0,민무늬토기조각無文土器片,無文土器片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 8.8,현재높이 3.5",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6938,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 5.5,현재높이 2.7",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6939,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 5.5,현재높이 2.7",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6940,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,바닥지름 6.1,충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6941,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6942,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 6.5,현재높이 7.0",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6943,0,민무늬토기아가리조각無文土器口緣部片,無文土器口緣部片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6944,0,반달돌칼半月形石刀,半月形石刀,한국-청동기,석-점판암,산업/생업-농업-수확탈곡,"길이 16.1,길이 17.5,길이 12.1,너비 4.3, 4.8, 4.6",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6945,0,돌끌石鑿,石鑿,한국-청동기,석-점판암,산업/생업-공업-목공,"길이 5.8,너비 1.1",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6946,0,간석기小形磨製石器,小形磨製石器,한국-청동기,석-점판암,기타-용도불명-용도불명품,"길이 4.6,너비 1.5",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6947,0,가락바퀴조각紡錘車片,紡錘車片,한국-청동기,석-점판암,산업/생업-공업-염직,,충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6948,0,숫돌 조각砥石片,砥石片,한국-청동기,석-안산암,산업/생업-공업-석공,"현재길이 7.5,너비 3.1",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6949,0,돌화살촉 石鏃,石鏃,한국-청동기,석-기타,산업/생업-수렵-사냥구,"길이 8.3,너비 2.8",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6950,0,돌화살촉 石鏃,石鏃,한국-청동기,석-점판암,기타-용도불명-용도불명품,"현재길이 4.0,너비 1.3",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6951,0,돌낫조각石鎌片,石鎌片,한국-청동기,석-기타,산업/생업-농업-파종경작,"현재길이 4.5,너비 2.6",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6952,0,돌화살촉石鏃,石鏃,한국-청동기,석-점판암,산업/생업-수렵-사냥구,,충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6953,0,미완성반달돌칼未完成半月形石刀,未完成半月形石刀,한국-청동기,석-점판암,산업/생업-농업-수확탈곡,"길이 14.1,너비 5.5",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6954,0,숫돌砥石,砥石,한국-청동기,석-화강암,산업/생업-공업-석공,"길이 30.5,너비 11.0",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6955,0,석기 조각石器剝片,石器剝片,한국-청동기,석-점판암,산업/생업-선사생활-기타,"길이 5.6,너비 12.5",충청북도-청주시-상당구 용정동 Ⅱ-1호 주거지,,
국립1-청주-청주,6956,0,반달돌칼조각半月形石刀片,半月形石刀片,한국-청동기,석-점판암,기타-용도불명-용도불명품,"길이 3.0,너비 3.6",충청북도-청주시-상당구 용정동 Ⅱ-2호 주거지,,
국립1-청주-청주,6957,0,석기조각石器剝片,石器剝片,한국-청동기,석-점판암,산업/생업-선사생활-기타,"길이 4.7~6.8,너비 1.8~4.7",충청북도-청주시-상당구 용정동 Ⅱ-2호 주거지,,
국립1-청주-청주,6958,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 8.7,현재높이 6.0",충청북도-청주시-상당구 용정동 Ⅱ-3호 주거지,,
국립1-청주-청주,6959,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 8.5,현재높이 4.7",충청북도-청주시-상당구 용정동 Ⅱ-3호 주거지,,
국립1-청주-청주,6960,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 6.4,바닥지름 6.3",충청북도-청주시-상당구 용정동 Ⅱ-3호 주거지,,
국립1-청주-청주,6961,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 6.0,현재높이 4.6",충청북도-청주시-상당구 용정동 Ⅱ-3호 주거지,,
국립1-청주-청주,6962,0,민무늬토기아가리조각無文土器口緣部片,無文土器口緣部片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅱ-3호 주거지,,
국립1-청주-청주,6963,0,돌도끼扁平石斧,扁平石斧,한국-청동기,석-편마암,산업/생업-임업-임산물생산,"길이 5.7,너비 5.2",충청북도-청주시-상당구 용정동 Ⅱ-3호 주거지,,
국립1-청주-청주,6964,0,용도미상석기用度未詳石器,用度未詳石器,한국-청동기,석-사암,기타-용도불명-용도불명품,"현재길이 12.3,너비 2.8",충청북도-청주시-상당구 용정동 Ⅱ-3호 주거지,,
국립1-청주-청주,6965,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 9.0,바닥지름 6.5,현재높이 6.0",충청북도-청주시-상당구 용정동 Ⅱ-4호 주거지,,
국립1-청주-청주,6966,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 7.2,현재높이 3.5",충청북도-청주시-상당구 용정동 Ⅱ-4호 주거지,,
국립1-청주-청주,6967,0,돌화살촉石鏃,石鏃,한국-청동기,석-점판암,산업/생업-수렵-사냥구,"길이 5.8,너비 1.7",충청북도-청주시-상당구 용정동 Ⅱ-4호 주거지,,
국립1-청주-청주,6968,0,가락바퀴조각紡錘車片,紡錘車片,한국-청동기,석-점판암,산업/생업-공업-염직,지름 6.5,충청북도-청주시-상당구 용정동 Ⅱ-4호 주거지,,
국립1-청주-청주,6969,0,돌도끼石斧,石斧,한국-청동기,석-점판암,산업/생업-임업-임산물생산,"길이 18.5,너비 5.6",충청북도-청주시-상당구 용정동 Ⅱ-4호 주거지,,
국립1-청주-청주,6970,0,숫돌砥石,砥石,한국-청동기,석-화강암,산업/생업-공업-석공,"현재길이 10.7,너비 6.0",충청북도-청주시-상당구 용정동 Ⅱ-4호 주거지,,
국립1-청주-청주,6971,0,용도미상석기用度未詳石器,用度未詳石器,한국-청동기,석-점판암,기타-용도불명-용도불명품,"길이 6.5,너비 4.8",충청북도-청주시-상당구 용정동 Ⅱ-4호 주거지,,
국립1-청주-청주,6972,0,숫돌砥石,砥石,한국-청동기,석-화강암,산업/생업-공업-석공,"길이 16.5,너비 16.4,두께 6.3",충청북도-청주시-상당구 용정동 Ⅱ-4호 주거지 ,,
국립1-청주-청주,6973,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-음식,"바닥지름 7.5,높이 11.4",충청북도-청주시-상당구 용정동 Ⅱ-5호 주거지,,
국립1-청주-청주,6974,0,민무늬토기조각無文土器片,無文土器片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동  Ⅱ-5호 주거지,,
국립1-청주-청주,6975,0,돌창조각石槍片,石槍片,한국-청동기,석-점판암,산업/생업-수렵-사냥구,"현재길이 7.8,너비 4.8",충청북도-청주시-상당구 용정동 Ⅱ-5호 주거지,,
국립1-청주-청주,6976,0,민무늬토기바닥조각無文土器 底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 8.0,현재높이 5.6",충청북도-청주시-상당구 용정동 Ⅱ-6호 주거지,,
국립1-청주-청주,6977,0,민무늬토기아가리조각無文土器口緣部片,無文土器口緣部片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅱ-6호 주거지,,
국립1-청주-청주,6978,0,석기조각石器剝片,石器剝片,한국-청동기,석-점판암,산업/생업-선사생활-기타,"길이 8.1,너비 3.0",충청북도-청주시-상당구 용정동 Ⅱ-6호 주거지,,
국립1-청주-청주,6979,0,민무늬바리無文土器鉢,無文土器鉢,한국-청동기,토제-연질,식-음식기-음식,"바닥지름 5.1,높이 12.9,입지름 10.2",충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6980,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 9.2,현재높이 5.2",충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6981,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 6.3,현재높이 3.0",충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6982,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"현재높이 3.6,바닥지름 8.5",충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6983,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 8.1,현재높이 4.2,바닥지름 8.3,현재높이 3.8",충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6984,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 6.2,현재높이 3.9",충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6985,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"현재높이 2.1,바닥지름 6.8",충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6986,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6987,0,민무늬토기아가리조각無文土器口緣部片,無文土器口緣部片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6988,0,붉은간토기조각丹塗磨硏土器片,丹塗磨硏土器片,한국-청동기,토제-연질,식-음식기-음식,,충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6989,0,민무늬토기아가리조각無文土器口緣部片,無文土器口緣部片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6990,0,돌화살촉石鏃,石鏃,한국-청동기,석-기타,산업/생업-수렵-사냥구,"길이 10.6,너비 2.0",충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6991,0,돌도끼石斧,石斧,한국-청동기,석-점판암,산업/생업-임업-임산물생산,"길이 7.3,너비 4.0",충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6992,0,돌끌石鑿,石鑿,한국-청동기,석-점판암,산업/생업-공업-목공,"길이 3.7,너비 2.7",충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6993,0,갈판石,石,한국-청동기,석-화강암,산업/생업-선사생활-생활구일체,"길이 25.0,너비 10.0",충청북도-청주시-상당구 용정동 Ⅱ-7호 주거지,,
국립1-청주-청주,6994,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,"바닥지름 9.3,현재높이 8.7",충청북도-청주시-상당구 용정동 Ⅱ-8호 주거지,,
국립1-청주-청주,6995,0,민무늬토기 바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-음식,,충청북도-청주시-상당구 용정동 Ⅱ-8호 주거지,,
국립1-청주-청주,6996,0,민무늬토기바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,현재높이 5.0,충청북도-청주시-상당구 용정동 Ⅱ-8호 주거지,,
국립1-청주-청주,6997,0,민무늬토기아가리조각無文土器口緣部片,無文土器口緣部片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅱ-8호 주거지,,
국립1-청주-청주,6998,0,민무늬토기아가리조각無文土器口緣部片,無文土器口緣部片,한국-청동기,토제-연질,식-음식기-저장운반,,충청북도-청주시-상당구 용정동 Ⅱ-8호 주거지,,
국립1-청주-청주,6999,0,붉은간토기조각丹塗磨硏土器片,丹塗磨硏土器片,한국-청동기,토제-연질,식-음식기-음식,,충청북도-청주시-상당구 용정동 Ⅱ-8호 주거지,,
국립1-청주-청주,7000,0,민무늬토기 바닥조각無文土器底部片,無文土器底部片,한국-청동기,토제-연질,식-음식기-저장운반,바닥지름 6.8,충청북도-청주시-상당구 용정동 Ⅱ-8호 주거지,,
국립1-청주-청주,7001,0,용도미상석기用度未詳石器,用度未詳石器,한국-청동기,석-기타,기타-용도불명-용도불명품,"길이 15.0,너비 3.7",충청북도-청주시-상당구 용정동 Ⅱ-8호 주거지,,
